Unnamed: 0,ticker,Name,per,pbr,dividend_yield,Code,ISU_CD,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
63,011200,HMM,7.46,0.56,3.94,011200,KR7011200003,KOSPI,,17940,1,310,1.76,17900,18070,17770,1305044,23374524550,13437768558240,749039496,STK
64,035000,HS애드,7.8,0.6,7.11,035000,KR7035000009,KOSPI,,6270,1,20,0.32,6250,6280,6240,12152,76163200,103877654430,16567409,STK
65,002460,HS화성,4.32,0.22,5.54,002460,KR7002460004,KOSPI,,9050,2,-120,-1.31,9180,9200,9030,8621,78114360,91857500000,10150000,STK
66,487570,HS효성,,,,487570,KR7487570004,KOSPI,,47200,1,550,1.18,47500,47950,46550,21196,999640850,175863754400,3725927,STK
67,003560,IHQ,,0.73,,003560,KR7003560000,KOSPI,,10760,0,0,0.0,0,0,0,0,0,62107613080,5772083,STK
68,175330,JB금융지주,4.99,0.57,5.66,175330,KR7175330000,KOSPI,,14370,1,90,0.63,14500,14600,14280,231694,3338669700,2803345555260,195083198,STK
69,234080,JW생명과학,7.3,1.17,4.23,234080,KR7234080000,KOSPI,,11750,1,50,0.43,11770,11790,11650,20225,237013400,186056009500,15834554,STK
70,001060,JW중외제약,17.44,2.6,1.35,001060,KR7001060003,KOSPI,,29200,1,100,0.34,29200,29450,28550,57986,1687145450,679949156000,23285930,STK
71,001067,JW중외제약2우B,34.45,5.14,0.69,001067,KR7001062009,KOSPI,,57600,3,0,0.0,57600,57600,57600,8,460800,12094444800,209973,STK
72,001065,JW중외제약우,18.36,2.74,1.38,001065,KR7001061001,KOSPI,,30650,2,-50,-0.16,30850,30850,30200,463,14144050,10480798150,341951,STK
73,096760,JW홀딩스,17.26,1.92,3.06,096760,KR7096760004,KOSPI,,3325,1,35,1.06,3295,3325,3280,59066,195521770,245800432150,73924942,STK
74,105560,KB금융,8.58,0.59,3.44,105560,KR7105560007,KOSPI,,84000,2,-400,-0.47,85700,86100,84000,899404,76261599000,33894930048000,403511072,STK
75,432320,KB스타리츠,,,,432320,KR7432320000,KOSPI,,4390,2,-5,-0.11,4435,4435,4360,59446,260374870,445208711150,101414285,STK
76,002380,KCC,4.04,0.4,2.6,002380,KR7002380004,KOSPI,,302500,1,5500,1.85,301500,308000,299500,32342,9829528500,2688157477500,8886471,STK
77,344820,KCC글라스,10.97,0.44,5.35,344820,KR7344820006,KOSPI,,41000,3,0,0.0,41200,41200,40850,19262,790054900,654790992000,15970512,STK
78,009070,KCTC,5.64,0.55,1.37,009070,KR7009070004,KOSPI,,5410,2,-60,-1.1,5480,5560,5400,696190,3809270200,162300000000,30000000,STK
79,009440,KC그린홀딩스,0.23,0.08,6.44,009440,KR7009440009,KOSPI,,1011,0,0,0.0,0,0,0,0,0,22681764780,22434980,STK
80,119650,KC코트렐,,0.4,,119650,KR7119650000,KOSPI,,697,0,0,0.0,0,0,0,0,0,44377493039,63669287,STK
81,092220,KEC,,0.68,1.73,092220,KR7092220003,KOSPI,,1161,1,18,1.57,1161,1166,1148,617868,713572565,233086006701,200763141,STK
82,003620,KG모빌리티,24.21,1.0,,003620,KR7003620002,KOSPI,,5850,2,-30,-0.51,5910,5980,5720,488715,2855165760,1146179180250,195928065,STK
83,016380,KG스틸,3.2,0.31,3.4,016380,KR7016380008,KOSPI,,5900,2,-20,-0.34,5960,5970,5870,103749,613271800,590052492300,100008897,STK
84,001390,KG케미칼,3.63,0.33,2.73,001390,KR7001390004,KOSPI,,4400,2,-45,-1.01,4470,4500,4400,125588,555976560,301263776000,68469040,STK
85,033180,KH 필룩스,,0.28,,033180,KR7033180001,KOSPI,,6630,0,0,0.0,0,0,0,0,0,125330728770,18903579,STK
86,015590,KIB플러그에너지,12.29,0.92,,015590,KR7015590003,KOSPI,,500,2,-39,-7.24,517,532,487,4407084,2208000251,118490772000,236981544,STK
87,001940,KISCO홀딩스,3.89,0.22,4.68,001940,KR7001940006,KOSPI,,19250,2,-60,-0.31,19320,19500,19200,15693,302453420,311395315000,16176380,STK
88,025000,KPX케미칼,3.92,0.36,6.21,025000,KR7025000001,KOSPI,,47200,1,400,0.85,46800,48500,46750,32466,1541787950,228448000000,4840000,STK
89,092230,KPX홀딩스,4.11,0.24,6.11,092230,KR7092230002,KOSPI,,57100,1,300,0.53,57000,57500,56600,1016,57976700,241227286600,4224646,STK
90,000040,KR모터스,,1.77,,000040,KR7000040006,KOSPI,,566,1,5,0.89,563,568,551,171043,96362690,34035203288,60132868,STK
91,044450,KSS해운,13.17,0.49,3.65,044450,KR7044450005,KOSPI,,9610,1,550,6.07,9190,9620,9140,318968,3006090150,221855306800,23085880,STK
92,030200,KT,9.22,0.57,5.06,030200,KR7030200000,KOSPI,,37900,2,-400,-1.04,38650,38800,37900,475540,18199346350,9551621861500,252021685,STK
93,033780,KT&G,14.78,1.26,5.18,033780,KR7033780008,KOSPI,,99100,2,-2800,-2.75,102800,102800,99000,546074,54444137800,12914959452700,130322497,STK
94,058850,KTcs,7.33,0.57,3.48,058850,KR7058850009,KOSPI,,2835,2,-130,-4.38,2930,2930,2815,669610,1907532625,121011975000,42685000,STK
95,058860,KTis,7.1,0.39,4.61,058860,KR7058860008,KOSPI,,2565,3,0,0.0,2565,2575,2550,24740,63323195,89267130000,34802000,STK
96,093050,LF,4.65,0.26,4.94,093050,KR7093050003,KOSPI,,14100,1,130,0.93,13990,14160,13810,57394,805819370,412284000000,29240000,STK
97,003550,LG,11.04,0.47,3.9,003550,KR7003550001,KOSPI,,80500,1,1800,2.29,79500,81100,79400,136995,11028402300,12662729936500,157300993,STK
98,034220,LG디스플레이,,0.73,,034220,KR7034220004,KOSPI,,11340,1,260,2.35,11250,11530,11210,1268290,14479323580,5670000000000,500000000,STK
99,051900,LG생활건강,38.15,1.04,1.03,051900,KR7051900009,KOSPI,,336000,2,-1000,-0.3,343000,346000,336000,39717,13534302000,5247714192000,15618197,STK
100,051905,LG생활건강우,16.95,0.46,2.35,051905,KR7051901007,KOSPI,,152100,1,2400,1.6,150500,152100,150500,1857,280734300,319363913700,2099697,STK
101,373220,LG에너지솔루션,,3.72,,373220,KR7373220003,KOSPI,,336500,2,-500,-0.15,343500,344500,335500,151534,51457016000,78741000000000,234000000,STK
102,003555,LG우,8.25,0.35,5.31,003555,KR7003551009,KOSPI,,59400,1,300,0.51,59400,59500,59100,3822,226384100,179484228000,3021620,STK
103,032640,LG유플러스,7.65,0.48,6.71,032640,KR7032640005,KOSPI,,9650,2,-10,-0.1,9690,9700,9620,704988,6804930700,4213299633650,436611361,STK
104,011070,LG이노텍,8.15,1.17,1.06,011070,KR7011070000,KOSPI,,252000,1,2000,0.8,255000,255500,250500,104110,26215956500,5964110964000,23667107,STK
105,066570,LG전자,15.77,0.82,0.82,066570,KR7066570003,KOSPI,,96600,1,1000,1.05,97300,99000,96600,478530,46550720400,15808378832400,163647814,STK
106,066575,LG전자우,7.4,0.39,1.87,066575,KR7066571001,KOSPI,,46100,1,500,1.1,46000,46350,45700,18569,854250600,792274231200,17185992,STK
107,037560,LG헬로비전,,0.37,4.49,037560,KR7037560000,KOSPI,,2700,2,-15,-0.55,2715,2735,2685,79624,214975150,209106535500,77446865,STK
108,051910,LG화학,141.59,0.69,1.22,051910,KR7051910008,KOSPI,,292500,2,-3500,-1.18,301000,302000,292500,178695,52899402500,20648260327500,70592343,STK
109,051915,LG화학우,95.71,0.46,1.83,051915,KR7051911006,KOSPI,,200500,1,1500,0.75,202500,204000,199600,9831,1976168138,1541604400000,7688800,STK
110,079550,LIG넥스원,22.25,3.75,1.02,079550,KR7079550000,KOSPI,,206000,1,1500,0.73,205000,209500,200500,201276,41315329000,4532000000000,22000000,STK
111,006260,LS,9.49,0.68,1.37,006260,KR7006260004,KOSPI,,117100,1,3100,2.72,119800,122800,117100,331338,39483134100,3770620000000,32200000,STK
112,010120,LS ELECTRIC,22.01,2.98,1.63,010120,KR7010120004,KOSPI,,179300,1,3400,1.93,181100,183400,178100,598696,108118905700,5379000000000,30000000,STK
113,000680,LS네트웍스,,0.51,,000680,KR7000680009,KOSPI,,3530,2,-30,-0.84,3610,3610,3530,111374,396254205,278174646480,78803016,STK
114,229640,LS에코에너지,37.96,5.24,0.72,229640,KR7229640008,KOSPI,,28350,1,750,2.72,28400,28750,28100,324106,9199860250,868215319650,30624879,STK
115,108320,LX세미콘,10.87,1.16,2.55,108320,KR7108320003,KOSPI,,70700,1,100,0.14,71900,71900,69800,59731,4199186300,1149886010000,16264300,STK
116,001120,LX인터내셔널,16.59,0.47,3.9,001120,KR7001120005,KOSPI,,29950,1,550,1.87,29900,30000,29300,139515,4156457450,1160862000000,38760000,STK
117,108670,LX하우시스,5.54,0.49,4.07,108670,KR7108670001,KOSPI,,41500,2,-250,-0.6,42200,42250,40950,28412,1175292350,372158305000,8967670,STK
118,108675,LX하우시스우,3.1,0.28,7.48,108675,KR7108671009,KOSPI,,23550,1,400,1.73,23450,23600,23200,717,16765150,24311371500,1032330,STK
119,383800,LX홀딩스,6.3,0.32,3.84,383800,KR7383800000,KOSPI,,7070,2,-30,-0.42,7170,7170,7030,77584,548429990,539304478300,76280690,STK
120,38380K,LX홀딩스1우,7.87,0.4,3.19,38380K,KR738380K012,KOSPI,,8820,3,0,0.0,8960,8960,8560,661,5755840,12923813700,1465285,STK
121,023150,MH에탄올,9.03,0.59,4.01,023150,KR7023150006,KOSPI,,6030,1,370,6.54,5760,6030,5650,40302,237515300,44492511780,7378526,STK
122,035420,NAVER,17.48,1.01,0.77,035420,KR7035420009,KOSPI,,157500,1,200,0.13,159200,159200,157000,825934,130656821400,25579353555000,162408594,STK
123,181710,NHN,,0.41,2.51,181710,KR7181710005,KOSPI,,19380,2,-280,-1.42,19690,19780,19360,66708,1300246790,654387463740,33766123,STK
124,400760,NH올원리츠,,,,400760,KR7400760005,KOSPI,,3760,2,-20,-0.53,3815,3815,3745,45807,172176220,158672000000,42200000,STK
125,005940,NH투자증권,8.12,0.63,5.78,005940,KR7005940002,KOSPI,,13520,1,160,1.2,13490,13700,13380,694635,9377683550,4427695882480,327492299,STK
126,005945,NH투자증권우,6.98,0.54,7.14,005945,KR7005941000,KOSPI,,11840,1,30,0.25,11790,11890,11790,45669,540923690,223432261120,18870968,STK
127,338100,NH프라임리츠,,,,338100,KR7338100001,KOSPI,,4480,1,15,0.34,4490,4490,4465,14861,66536510,83596800000,18660000,STK
128,034310,NICE,62.67,0.53,4.18,034310,KR7034310003,KOSPI,,10790,3,0,0.0,10820,10900,10700,54154,583656480,404662516830,37503477,STK
129,030190,NICE평가정보,10.18,1.65,4.07,030190,KR7030190003,KOSPI,,10320,1,260,2.58,10160,10340,10070,130317,1330304500,620311154400,60107670,STK
130,008260,NI스틸,2.51,0.46,3.23,008260,KR7008260002,KOSPI,,3910,1,45,1.16,3910,3925,3875,35425,138243795,111826457470,28600117,STK
131,004250,NPC,10.81,0.53,2.13,004250,KR7004250007,KOSPI,,4490,2,-15,-0.33,4530,4580,4450,169977,766760040,164872800000,36720000,STK
132,004255,NPC우,5.98,0.29,4.05,004255,KR7004251005,KOSPI,,2565,2,-5,-0.19,2560,2575,2540,2853,7304075,13543200000,5280000,STK
133,456040,OCI,6.53,0.62,2.44,456040,KR7456040005,KOSPI,,82300,1,800,0.98,82500,84200,81800,15206,1257095400,736790338500,8952495,STK
134,010060,OCI홀딩스,2.07,0.37,4.45,010060,KR7010060002,KOSPI,,75300,2,-100,-0.13,76100,76900,75100,52193,3957310500,1473167919900,19563983,STK
135,178920,PI첨단소재,43.13,2.49,,178920,KR7178920005,KOSPI,,27100,2,-50,-0.18,27650,27800,26950,47408,1292588200,795827326200,29366322,STK
136,005490,POSCO홀딩스,17.98,0.45,3.11,005490,KR7005490008,KOSPI,,330500,2,-2000,-0.6,337500,339000,330500,223789,74778378000,27950791515000,84571230,STK
137,010950,S-Oil,8.54,0.8,2.73,010950,KR7010950004,KOSPI,,65200,2,-1100,-1.66,66800,66800,65000,351118,22995157512,7340398038400,112582792,STK
138,010955,S-Oil우,5.96,0.56,3.97,010955,KR7010951002,KOSPI,,44100,2,-500,-1.12,44800,44800,44000,5799,256125400,177366980700,4021927,STK
139,034120,SBS,7.82,0.33,3.15,034120,KR7034120006,KOSPI,,15530,3,0,0.0,15600,15600,15460,27279,423388450,288100726140,18551238,STK
140,005090,SGC에너지,7.2,0.56,6.09,005090,KR7005090006,KOSPI,,27000,2,-100,-0.37,27250,27500,26950,24710,669810900,389051991000,14409333,STK
141,001380,SG글로벌,4.79,0.72,,001380,KR7001380005,KOSPI,,2295,2,-25,-1.08,2350,2365,2240,368440,845212990,103192708185,44964143,STK
142,004060,SG세계물산,20.37,0.3,,004060,KR7004060000,KOSPI,,399,1,4,1.01,398,404,394,2615158,1041054639,80767559040,202424960,STK
143,001770,SHD,21.71,0.37,0.62,001770,KR7001770007,KOSPI,,16340,1,240,1.49,15950,16690,15870,2575,42004510,19851106520,1214878,STK
144,002360,SH에너지화학,,0.71,,002360,KR7002360006,KOSPI,,565,2,-20,-3.42,584,585,560,1118145,638301801,62790557450,111133730,STK
145,009160,SIMPAC,,0.37,2.57,009160,KR7009160003,KOSPI,,3800,1,50,1.33,3805,3815,3750,70224,265903065,248632160800,65429516,STK
146,123700,SJM,3.36,0.28,4.96,123700,KR7123700007,KOSPI,,3400,1,25,0.74,3405,3455,3375,44850,152294945,53056653200,15604898,STK
147,025530,SJM홀딩스,6.29,0.32,6.16,025530,KR7025530007,KOSPI,,3590,1,25,0.7,3575,3600,3530,15537,55409415,53613088720,14934008,STK
148,034730,SK,,0.36,3.61,034730,KR7034730002,KOSPI,,138500,1,300,0.22,139800,141400,138500,74842,10451142500,10041624365500,72502703,STK
149,011790,SKC,,2.86,,011790,KR7011790003,KOSPI,,124900,1,1000,0.81,127500,132500,123900,362239,46459137300,4729750420200,37868298,STK
150,018670,SK가스,8.91,0.61,4.59,018670,KR7018670000,KOSPI,,174800,1,1000,0.58,173800,175700,172700,3083,537402600,1613446651200,9230244,STK
151,001740,SK네트웍스,295.0,0.45,4.24,001740,KR7001740000,KOSPI,,4510,3,0,0.0,4585,4585,4485,274056,1236728215,997963338020,221277902,STK
152,006120,SK디스커버리,7.87,0.23,4.88,006120,KR7006120000,KOSPI,,35000,1,350,1.01,35000,35150,34650,15816,552912600,657504925000,18785855,STK
153,006125,SK디스커버리우,7.46,0.22,5.3,006125,KR7006121008,KOSPI,,32850,1,300,0.92,32900,33000,31950,7476,242772200,44625246750,1358455,STK
154,210980,SK디앤디,,0.3,9.1,210980,KR7210980009,KOSPI,,8740,2,-110,-1.24,8890,9000,8720,58866,519797320,162715918680,18617382,STK
155,395400,SK리츠,,,,395400,KR7395400005,KOSPI,,5060,2,-40,-0.78,5100,5130,5050,203854,1037495700,1366871355740,270132679,STK
156,302440,SK바이오사이언스,163.59,2.58,,302440,KR7302440003,KOSPI,,58800,1,700,1.2,59000,59100,57900,170124,9959863200,4517471700000,76827750,STK
157,326030,SK바이오팜,248.38,24.84,,326030,KR7326030004,KOSPI,,105600,1,6700,6.77,100000,106500,99800,826874,86141591900,8269879200000,78313250,STK
158,402340,SK스퀘어,12.1,0.73,,402340,KR7402340004,KOSPI,,88100,1,5800,7.05,86000,89400,85000,281630,24649482900,11871471476000,134749960,STK
159,361610,SK아이이테크놀로지,164.51,0.94,,361610,KR7361610009,KOSPI,,31700,2,-1150,-3.5,33150,33150,31550,328492,10516030300,2260133666400,71297592,STK
160,100090,SK오션플랜트,19.99,1.23,,100090,KR7100090000,KOSPI,,14440,1,440,3.14,14060,14640,13630,693973,9917149140,854784001920,59195568,STK
161,03473K,SK우,,0.32,4.07,03473K,KR703473K016,KOSPI,,122900,1,1000,0.82,121900,123700,121900,2856,350336000,69577991500,566135,STK
162,096770,SK이노베이션,31.49,0.43,,096770,KR7096770003,KOSPI,,102300,2,-1100,-1.06,104400,104500,102100,218375,22457792400,9793750857000,95735590,STK
163,096775,SK이노베이션우,23.69,0.32,,096775,KR7096771001,KOSPI,,76200,2,-800,-1.04,77000,77600,76200,3942,301934500,95130061200,1248426,STK
164,475150,SK이터닉스,,2.64,,475150,KR7475150009,KOSPI,,20950,1,850,4.23,20150,21650,20150,1618882,34084596250,588238310950,28078201,STK
165,001510,SK증권,,0.35,0.38,001510,KR7001510007,KOSPI,,526,2,-2,-0.38,529,532,523,486012,256158978,248582429946,472590171,STK
166,001515,SK증권우,,1.35,0.34,001515,KR7001511005,KOSPI,,2000,1,57,2.93,1943,2000,1943,20556,40920731,7825028000,3912514,STK
167,285130,SK케미칼,48.36,0.46,1.29,285130,KR7285130001,KOSPI,,49000,2,-400,-0.81,50000,50600,48800,26322,1297593750,845435367000,17253783,STK
168,28513K,SK케미칼우,22.78,0.21,2.96,28513K,KR728513K010,KOSPI,,23250,2,-50,-0.21,23400,23700,23100,3999,93236100,49183724250,2115429,STK
169,017670,SK텔레콤,10.4,1.01,6.43,017670,KR7017670001,KOSPI,,54500,2,-500,-0.91,55100,55300,54500,348625,19098804900,11706057888500,214790053,STK
170,000660,SK하이닉스,58.86,2.32,0.59,000660,KR7000660001,KOSPI,,199700,1,13000,6.96,196000,200000,194700,6959688,1376475031084,145382072290500,728002365,STK
171,003570,SNT다이내믹스,8.18,0.66,3.17,003570,KR7003570009,KOSPI,,23900,1,200,0.84,23900,24650,23100,136044,3283776300,794739458300,33252697,STK
172,064960,SNT모티브,8.34,0.6,3.4,064960,KR7064960008,KOSPI,,43300,1,1500,3.59,41900,44150,41200,64606,2753978100,633181788800,14623136,STK
173,100840,SNT에너지,10.82,0.83,2.67,100840,KR7100840008,KOSPI,,12680,1,760,6.38,12060,12690,12060,278170,3467041520,262232328440,20680783,STK
174,036530,SNT홀딩스,3.28,0.28,3.6,036530,KR7036530004,KOSPI,,22250,1,200,0.91,22100,22550,22100,14656,327573150,362761463500,16303886,STK
175,005610,SPC삼립,8.79,1.02,3.28,005610,KR7005610001,KOSPI,,51700,1,100,0.19,52600,52600,51500,8726,452607700,446119765300,8629009,STK
176,011810,STX,,2.42,,011810,KR7011810009,KOSPI,,6170,3,0,0.0,6210,6420,6100,206178,1283272090,191380609590,31017927,STK
177,465770,STX그린로지스,20.3,2.53,,465770,KR7465770006,KOSPI,,13110,2,-1070,-7.55,13820,13820,13100,766378,10213945150,94012229520,7171032,STK
178,077970,STX엔진,53.55,2.32,,077970,KR7077970002,KOSPI,,21550,4,4940,29.74,16650,21550,16420,3998099,79917741420,495841881200,23008904,STK
179,002820,SUN&L,,0.18,,002820,KR7002820009,KOSPI,,3420,1,20,0.59,3475,3475,3320,38071,128187485,43119322380,12607989,STK
180,084870,TBH글로벌,13.36,0.49,6.87,084870,KR7084870005,KOSPI,,1462,1,89,6.48,1376,1469,1376,87087,125068900,30492669378,20856819,STK
181,002710,TCC스틸,82.35,3.64,0.25,002710,KR7002710002,KOSPI,,33300,1,600,1.83,34600,34600,32900,147926,4947346900,872916110100,26213697,STK
182,069260,TKG휴켐스,6.35,0.86,5.36,069260,KR7069260008,KOSPI,,18640,1,70,0.38,18740,18770,18580,27760,518733050,761976880320,40878588,STK
183,007980,TP,7.27,0.34,2.41,007980,KR7007980006,KOSPI,,1444,2,-26,-1.77,1465,1490,1443,259317,376897745,73896887720,51175130,STK
184,002900,TYM,4.23,0.35,4.84,002900,KR7002900009,KOSPI,,3300,2,-100,-2.94,3450,3455,3300,179703,604022310,148668154800,45050956,STK
185,024070,WISCOM,,0.3,2.37,024070,KR7024070005,KOSPI,,2090,1,10,0.48,2085,2140,2085,10209,21518100,32032255420,15326438,STK
186,037270,YG PLUS,15.37,1.13,,037270,KR7037270006,KOSPI,,2860,1,10,0.35,2910,2915,2855,67236,193064190,181408112600,63429410,STK
187,000500,가온전선,16.08,0.81,,000500,KR7000500009,KOSPI,,40400,2,-800,-1.94,41800,42450,39700,176690,7163639500,297261018400,7357946,STK
188,000860,강남제비스코,8.21,0.26,2.01,000860,KR7000860007,KOSPI,,24900,1,250,1.01,25050,25050,24650,5199,128714100,161850000000,6500000,STK
189,035250,강원랜드,9.58,0.84,6.25,035250,KR7035250000,KOSPI,,14600,1,100,0.69,14600,14660,14510,467447,6827748940,3123531300000,213940500,STK
190,011420,갤럭시아에스엠,13.41,0.89,,011420,KR7011420007,KOSPI,,2005,2,-20,-0.99,2040,2050,1985,584192,1172856791,55237036220,27549644,STK
191,002100,경농,9.56,0.63,4.69,002100,KR7002100006,KOSPI,,9490,2,-20,-0.21,9570,9620,9460,24943,237157590,185269236750,19522575,STK
192,009450,경동나비엔,10.34,1.63,0.77,009450,KR7009450008,KOSPI,,72700,1,7400,11.33,65300,73000,64800,303891,21466192900,1059136638400,14568592,STK
193,267290,경동도시가스,3.65,0.26,4.56,267290,KR7267290005,KOSPI,,19240,1,10,0.05,19260,19300,19210,5480,105496590,113427611440,5895406,STK
194,012320,경동인베스트,14.75,0.4,0.87,012320,KR7012320008,KOSPI,,82700,2,-1400,-1.66,84900,85300,82300,14770,1229078200,195587402100,2365023,STK
195,000050,경방,,0.21,2.0,000050,KR7000050005,KOSPI,,6300,1,20,0.32,6350,6350,6100,6730,41878910,172716201000,27415270,STK
196,214390,경보제약,33.21,1.23,0.67,214390,KR7214390007,KOSPI,,7440,0,0,0.0,0,0,0,0,0,177867038400,23906860,STK
197,012610,경인양행,186.11,0.59,1.49,012610,KR7012610002,KOSPI,,3345,1,15,0.45,3370,3430,3325,30333,102302595,139206740925,41616365,STK
198,009140,경인전자,6.04,0.38,1.63,009140,KR7009140005,KOSPI,,21700,1,300,1.4,21500,21850,21300,4487,96708650,34086294900,1570797,STK
199,013580,계룡건설,2.63,0.16,2.64,013580,KR7013580006,KOSPI,,14960,2,-40,-0.27,15190,15190,14890,15230,227974760,133606368720,8930907,STK
200,012200,계양전기,,0.39,1.54,012200,KR7012200002,KOSPI,,1633,1,51,3.22,1586,1641,1579,95961,154273635,44454879757,27222829,STK
201,012205,계양전기우,,0.96,0.75,012205,KR7012201000,KOSPI,,4010,2,-20,-0.5,4040,4070,4010,2636,10630945,4688006790,1169079,STK
202,002140,고려산업,,0.63,0.93,002140,KR7002140002,KOSPI,,2660,2,-55,-2.03,2725,2730,2655,65986,177359535,66338870500,24939425,STK
203,010130,고려아연,19.98,1.15,2.82,010130,KR7010130003,KOSPI,,519000,1,7000,1.37,520000,521000,514000,32779,16985619000,10745003877000,20703283,STK
204,002240,고려제강,6.7,0.28,1.81,002240,KR7002240000,KOSPI,,19650,2,-180,-0.91,19900,20050,19350,24225,476841360,491250000000,25000000,STK
205,009290,광동제약,8.18,0.46,1.56,009290,KR7009290008,KOSPI,,6430,1,150,2.39,6310,6440,6240,182747,1156795330,337066071930,52420851,STK
206,017040,광명전기,8.4,0.66,0.53,017040,KR7017040007,KOSPI,,1899,2,-15,-0.78,1920,1931,1885,323120,615297032,82298130885,43337615,STK
207,017900,광전자,54.03,0.43,2.5,017900,KR7017900002,KOSPI,,2000,2,-5,-0.25,2030,2050,1988,63391,126824758,115887526000,57943763,STK
208,037710,광주신세계,5.02,0.29,7.46,037710,KR7037710001,KOSPI,,29250,1,50,0.17,29450,29500,29200,2197,64449200,232747807500,7957190,STK
209,030610,교보증권,10.6,0.3,4.87,030610,KR7030610000,KOSPI,,5070,1,30,0.6,5070,5090,5040,15841,80172040,577792212270,113962961,STK
210,339770,교촌에프앤비,11.84,1.12,3.53,339770,KR7339770000,KOSPI,,8460,2,-360,-4.08,8820,8820,8410,48000,410308190,211352288400,24982540,STK
211,007690,국도화학,,0.33,3.63,007690,KR7007690001,KOSPI,,33400,2,-350,-1.04,33950,34300,33250,8859,297790450,300954574400,9010616,STK
212,005320,국동,,0.33,,005320,KR7005320007,KOSPI,,472,2,-3,-0.63,475,477,466,79950,37572359,31778767384,67327897,STK
213,001140,국보,,1.03,,001140,KR7001140003,KOSPI,,2110,0,0,0.0,0,0,0,0,0,33456978680,15856388,STK
214,002720,국제약품,395.88,1.54,,002720,KR7002720001,KOSPI,,6980,1,300,4.49,6750,7190,6740,4524297,31730885550,147695627360,21159832,STK
215,083420,그린케미칼,42.0,1.32,3.42,083420,KR7083420000,KOSPI,,6640,1,50,0.76,6750,6760,6540,63772,424186840,159360000000,24000000,STK
216,014530,극동유화,9.04,0.62,5.24,014530,KR7014530000,KOSPI,,3905,2,-100,-2.5,4000,4000,3900,339989,1334999315,136165085100,34869420,STK
217,014280,금강공업,3.96,0.35,2.45,014280,KR7014280002,KOSPI,,4790,2,-30,-0.62,4820,4860,4750,42192,202063755,140487620030,29329357,STK
218,014285,금강공업우,6.63,0.58,1.59,014285,KR7014281000,KOSPI,,8180,2,-20,-0.24,8200,8200,8120,397,3246620,4825177500,589875,STK
219,008870,금비,,0.62,2.15,008870,KR7008870008,KOSPI,,61900,1,900,1.48,61200,61900,59300,7883,475812700,61900000000,1000000,STK
220,001570,금양,,18.21,,001570,KR7001570001,KOSPI,,59600,2,-700,-1.16,62500,62900,59600,365149,22199763700,3459782205200,58050037,STK
221,002990,금호건설,,0.31,,002990,KR7002990000,KOSPI,,3610,2,-15,-0.41,3645,3650,3575,18395,66410070,133402477950,36953595,STK
222,002995,금호건설우,,0.83,,002995,KR7002991008,KOSPI,,9840,1,10,0.1,9930,9930,9840,376,3713250,2875897440,292266,STK
223,011780,금호석유,9.93,0.58,2.24,011780,KR7011780004,KOSPI,,132400,2,-2500,-1.85,136800,137500,131300,76177,10167958500,3663862699600,27672679,STK
224,011785,금호석유우,4.84,0.28,4.68,011785,KR7011781002,KOSPI,,63200,2,-100,-0.16,64000,64200,63000,3273,207238300,191084315200,3023486,STK
225,214330,금호에이치티,,0.38,,214330,KR7214330003,KOSPI,,593,1,10,1.72,585,603,581,495695,293250725,126851079683,213914131,STK
226,001210,금호전기,,1.31,,001210,KR7001210004,KOSPI,,700,2,-6,-0.85,707,708,659,52136,36347087,26939654700,38485221,STK
227,073240,금호타이어,4.97,0.93,,073240,KR7073240004,KOSPI,,4795,1,85,1.8,4800,4900,4770,601062,2903025230,1377413076165,287260287,STK
228,092440,기신정기,40.22,0.32,4.45,092440,KR7092440007,KOSPI,,2735,1,50,1.86,2685,2745,2670,174067,471194525,79862000000,29200000,STK
229,000270,기아,4.4,0.86,5.41,000270,KR7000270009,KOSPI,,105900,1,3600,3.52,103700,107000,103200,1467142,154289498190,42345006360300,399858417,STK
230,024110,기업은행,4.11,0.35,6.99,024110,KR7024110009,KOSPI,,13690,2,-30,-0.22,13780,13830,13610,1305163,17912812380,10916760146610,797425869,STK
231,013700,까뮤이앤씨,,0.77,1.44,013700,KR7013700000,KOSPI,,1392,2,-1,-0.07,1400,1415,1355,14676,20362745,62851973760,45152280,STK
232,004540,깨끗한나라,,0.5,,004540,KR7004540001,KOSPI,,2630,1,300,12.88,2350,2640,2290,4007037,10271490370,97943022590,37240693,STK
233,004545,깨끗한나라우,,2.58,,004545,KR7004541009,KOSPI,,14010,1,410,3.01,13410,14010,13410,9137,131003420,5129901600,366160,STK
234,001260,남광토건,5.12,0.56,,001260,KR7001260009,KOSPI,,6740,2,-60,-0.88,6820,6930,6700,7627,51768940,66271535280,9832572,STK
235,008350,남선알미늄,,0.64,,008350,KR7008350001,KOSPI,,1491,2,-6,-0.4,1504,1505,1487,218120,325567534,192456923190,129079090,STK
236,008355,남선알미우,,7.09,,008355,KR7008351009,KOSPI,,16450,1,170,1.04,16390,16450,16100,1895,30801100,5064790500,307890,STK
237,004270,남성,,0.43,,004270,KR7004270005,KOSPI,,1476,1,39,2.71,1437,1490,1437,67209,97738133,53449148160,36212160,STK
