Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
149950,KR7149950008,아바텍,KOSDAQ,중견기업부,11440,1,630,5.83,11010,11580,10900,62180,705744220,178549800000,15607500,KSQ
457550,KR7457550002,우진엔텍,KOSDAQ,중견기업부,19200,1,390,2.07,18850,19500,18750,338693,6497820690,178009708800,9271339,KSQ
019210,KR7019210004,와이지-원,KOSDAQ,우량기업부,5300,2,-60,-1.12,5360,5410,5220,171164,904885720,177941240700,33573819,KSQ
006620,KR7006620009,동구바이오제약,KOSDAQ,우량기업부,6250,1,330,5.57,5960,6280,5900,815125,4986858370,177906200000,28464992,KSQ
297090,KR7297090003,씨에스베어링,KOSDAQ,중견기업부,6510,2,-80,-1.21,6630,6640,6400,419078,2724071140,177527700000,27270000,KSQ
035810,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,2725,2,-10,-0.37,2750,2760,2710,110951,303349485,177522427625,65145845,KSQ
106190,KR7106190002,하이텍팜,KOSDAQ,우량기업부,16640,2,-340,-2.0,17130,17130,16100,50095,826944040,176935998720,10633173,KSQ
214180,KR7214180002,헥토이노베이션,KOSDAQ,우량기업부,13280,3,0,0.0,13300,13330,13180,7056,93484320,176055416800,13257185,KSQ
079810,KR7079810008,디이엔티,KOSDAQ,중견기업부,7980,2,-220,-2.68,8240,8280,7950,108177,872579560,175784190120,22028094,KSQ
049950,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,19920,1,30,0.15,20100,20350,19760,35145,704095510,175652249280,8817884,KSQ
045970,KR7045970001,코아시아,KOSDAQ,중견기업부,6670,1,10,0.15,6800,6870,6630,218447,1463056000,175520222920,26314876,KSQ
092730,KR7092730001,네오팜,KOSDAQ,우량기업부,21300,2,-100,-0.47,21550,21900,21050,101129,2159699600,174816789300,8207361,KSQ
052260,KR7052260007,현대바이오랜드,KOSDAQ,중견기업부,5760,1,150,2.67,5740,5870,5690,463379,2688494460,172800000000,30000000,KSQ
225530,KR7225530005,보광산업,KOSDAQ,우량기업부,4755,1,40,0.85,4855,4855,4720,39690,188397170,172790646885,36338727,KSQ
182400,KR7182400002,엔케이맥스,KOSDAQ,관리종목(소속부없음),2020,0,0,0.0,0,0,0,0,0,172748038620,85518831,KSQ
304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,14240,2,-80,-0.56,14330,14450,14040,53118,755776430,172739288320,12130568,KSQ
009300,KR7009300005,삼아제약,KOSDAQ,우량기업부,27100,2,-2000,-6.87,28250,28700,26750,209608,5744117800,172627000000,6370000,KSQ
354320,KR7354320004,알멕,KOSDAQ,기술성장기업부,26950,1,50,0.19,27300,27800,26550,18672,503622050,172247717950,6391381,KSQ
143160,KR7143160000,아이디스,KOSDAQ,우량기업부,16070,2,-370,-2.25,16400,16400,15840,49976,802979500,172212387300,10716390,KSQ
273640,KR7273640003,와이엠텍,KOSDAQ,벤처기업부,15640,2,-790,-4.81,16310,16620,15330,798420,12610127900,171508240000,10966000,KSQ
054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,6780,2,-190,-2.73,6930,7000,6740,127404,868321250,171474403800,25291210,KSQ
101670,KR7101670008,하이드로리튬,KOSDAQ,벤처기업부,3335,2,-5,-0.15,3370,3420,3275,411365,1368350215,170372910550,51086330,KSQ
064820,KR7064820004,케이프,KOSDAQ,우량기업부,5500,2,-320,-5.5,5820,5820,5480,227067,1263397680,169959504000,30901728,KSQ
445680,KR7445680002,큐리옥스바이오시스템즈,KOSDAQ,기술성장기업부,21150,2,-100,-0.47,21250,21550,20700,87427,1835157150,169906283100,8033394,KSQ
200470,KR7200470003,에이팩트,KOSDAQ,벤처기업부,4010,2,-125,-3.02,4130,4240,3990,461920,1890766450,169871992930,42362093,KSQ
472850,KR7472850007,폰드그룹,KOSDAQ,중견기업부,5240,2,-70,-1.32,5310,5360,5240,40048,211348610,169482208920,32343933,KSQ
402490,KR7402490007,그린리소스,KOSDAQ,기술성장기업부,20500,1,2310,12.7,18650,21400,18400,2214225,44534606850,169451852000,8265944,KSQ
063570,KR7063570006,한국전자금융,KOSDAQ,우량기업부,4960,2,-140,-2.75,5000,5070,4880,215127,1059861760,169372730880,34147728,KSQ
264850,KR7264850009,이랜시스,KOSDAQ,우량기업부,5590,1,310,5.87,5500,5700,5300,3543999,19618090330,169346881080,30294612,KSQ
092070,KR7092070002,디엔에프,KOSDAQ,우량기업부,14630,1,550,3.91,14040,14700,14040,57357,824336040,169296282540,11571858,KSQ
117730,KR7117730002,티로보틱스,KOSDAQ,벤처기업부,9450,1,220,2.38,9230,9550,9100,128516,1198570470,168560217000,17837060,KSQ
053300,KR7053300000,한국정보인증,KOSDAQ,우량기업부,3965,3,0,0.0,4035,4035,3915,39166,154741400,168279996365,42441361,KSQ
025950,KR7025950007,동신건설,KOSDAQ,우량기업부,20000,2,-100,-0.5,20300,20300,19920,14124,284005270,168000000000,8400000,KSQ
112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,16570,1,160,0.98,16720,17100,16420,170438,2845954910,167531730650,10110545,KSQ
234690,KR7234690006,녹십자웰빙,KOSDAQ,우량기업부,9390,1,510,5.74,8940,9390,8820,360751,3324045680,166693871640,17752276,KSQ
123040,KR7123040008,엠에스오토텍,KOSDAQ,우량기업부,3650,2,-40,-1.08,3730,3735,3650,79521,292978275,166652711050,45658277,KSQ
321550,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,6400,1,40,0.63,6360,6400,6210,37228,235962310,166563155200,26025493,KSQ
282880,KR7282880004,코윈테크,KOSDAQ,우량기업부,14940,2,-150,-0.99,15160,15280,14920,31589,474782960,166458596580,11141807,KSQ
030960,KR7030960009,양지사,KOSDAQ,중견기업부,10390,2,-250,-2.35,10510,10780,10310,92272,964815820,166032200000,15980000,KSQ
039980,KR7039980008,폴라리스AI,KOSDAQ,중견기업부,2295,1,90,4.08,2315,2365,2255,1703599,3902395030,165590623215,72152777,KSQ
402030,KR7402030001,코난테크놀로지,KOSDAQ,기술성장기업부,14490,3,0,0.0,14700,14740,14250,12878,185982920,165500259120,11421688,KSQ
048550,KR7048550008,SM C&C,KOSDAQ,중견기업부,1702,2,-2,-0.12,1707,1717,1691,188953,321331691,164608283240,96714620,KSQ
214260,KR7214260002,라파스,KOSDAQ,기술성장기업부,18720,2,-910,-4.64,19200,19960,18610,650239,12501820680,164330112960,8778318,KSQ
234340,KR7234340008,헥토파이낸셜,KOSDAQ,우량기업부,17300,2,-360,-2.04,18240,18240,17300,26747,470051190,163536900000,9453000,KSQ
023910,KR7023910003,대한약품,KOSDAQ,우량기업부,27250,1,650,2.44,26650,27300,26600,9238,250546300,163500000000,6000000,KSQ
036190,KR7036190007,금화피에스시,KOSDAQ,우량기업부,27250,1,1300,5.01,26550,27400,26100,45111,1207856550,163500000000,6000000,KSQ
432720,KR7432720001,퀄리타스반도체,KOSDAQ,기술성장기업부,11970,1,210,1.79,11950,12090,11830,149473,1791929460,162523776240,13577592,KSQ
042600,KR7042600007,새로닉스,KOSDAQ,우량기업부,13080,2,-70,-0.53,13100,13320,12960,14743,193174800,162500347920,12423574,KSQ
123410,KR7123410003,코리아에프티,KOSDAQ,우량기업부,5820,2,-70,-1.19,5870,5990,5780,791675,4648293220,162034992480,27841064,KSQ
382840,KR7382840007,원준,KOSDAQ,중견기업부,10580,3,0,0.0,10820,10960,10580,100338,1078950190,161573326980,15271581,KSQ
217820,KR7217820000,원익피앤이,KOSDAQ,우량기업부,3400,2,-65,-1.88,3495,3525,3385,74940,257046360,161345500600,47454559,KSQ
298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,10870,2,-100,-0.91,11050,11050,10480,84432,898009500,160504854720,14765856,KSQ
453860,KR7453860009,에이에스텍,KOSDAQ,벤처기업부,28350,1,500,1.8,28600,29200,27600,41628,1182558100,160382045250,5657215,KSQ
091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,11920,2,-110,-0.91,12200,12260,11850,55799,668669770,160064370480,13428219,KSQ
121440,KR7121440002,골프존뉴딘홀딩스,KOSDAQ,우량기업부,3730,1,40,1.08,3710,3755,3705,49948,186331125,159781331140,42836818,KSQ
156100,KR7156100000,엘앤케이바이오,KOSDAQ,벤처기업부,8010,2,-110,-1.35,8120,8120,7890,85183,680310470,159693311430,19936743,KSQ
027710,KR7027710003,팜스토리,KOSDAQ,우량기업부,1425,2,-8,-0.56,1445,1450,1416,349251,497091119,158768655000,111416600,KSQ
356860,KR7356860007,티엘비,KOSDAQ,우량기업부,16130,1,70,0.44,16330,16400,15840,114986,1848639390,158600321900,9832630,KSQ
396270,KR7396270001,넥스트칩,KOSDAQ,기술성장기업부,8630,1,100,1.17,8650,8730,8520,80380,692355880,156107552200,18088940,KSQ
063080,KR7063080006,컴투스홀딩스,KOSDAQ,중견기업부,23650,2,-450,-1.87,24050,24150,23250,27193,643518300,155976290800,6595192,KSQ
191420,KR7191420009,테고사이언스,KOSDAQ,벤처기업부,19220,1,220,1.16,19010,19290,18930,14656,279929470,155851789480,8108834,KSQ
079960,KR7079960001,동양이엔피,KOSDAQ,우량기업부,19820,1,510,2.64,19990,20000,19460,61027,1201669950,155785200000,7860000,KSQ
451760,KR7451760003,컨텍,KOSDAQ,기술성장기업부,10400,1,110,1.07,10490,10610,10320,63622,665706140,155380950400,14940476,KSQ
362320,KR7362320004,청담글로벌,KOSDAQ,중견기업부,7560,1,160,2.16,7600,7770,7390,143247,1083010410,155367752400,20551290,KSQ
051160,KR7051160000,지어소프트,KOSDAQ,우량기업부,10030,2,-170,-1.67,10210,10240,9810,103765,1034053360,155208532900,15474430,KSQ
192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,24950,2,-450,-1.77,25700,25800,24850,18484,464426700,155098256850,6216363,KSQ
253840,KR7253840003,수젠텍,KOSDAQ,우량기업부,9250,1,280,3.12,9310,9430,8910,1552757,14326016900,154874600000,16743200,KSQ
199820,KR7199820002,제일일렉트릭,KOSDAQ,우량기업부,6970,1,40,0.58,7010,7120,6750,279861,1937390150,154873400000,22220000,KSQ
060570,KR7060570009,드림어스컴퍼니,KOSDAQ,중견기업부,2045,1,5,0.25,2045,2080,2045,20845,42900780,154646116785,75621573,KSQ
365590,KR7365590009,하이딥,KOSDAQ,기술성장기업부,1070,2,-18,-1.65,1090,1110,1062,108818,117054079,154558620630,144447309,KSQ
093520,KR7093520005,매커스,KOSDAQ,우량기업부,9560,2,-140,-1.44,9820,9860,9520,80584,782162140,154519159520,16163092,KSQ
042420,KR7042420000,네오위즈홀딩스,KOSDAQ,중견기업부,17380,2,-70,-0.4,17500,17500,17060,5901,101918530,153932331080,8856866,KSQ
094820,KR7094820008,일진파워,KOSDAQ,우량기업부,10200,1,80,0.79,10220,10250,10130,36726,374777470,153802831800,15078709,KSQ
065680,KR7065680001,우주일렉트로,KOSDAQ,우량기업부,16070,1,1200,8.07,15220,16090,15210,158869,2414886450,153147100000,9530000,KSQ
348150,KR7348150004,고바이오랩,KOSDAQ,기술성장기업부,7910,1,250,3.26,7670,7910,7620,84026,653818500,153091540070,19354177,KSQ
047560,KR7047560008,이스트소프트,KOSDAQ,벤처기업부,13090,2,-160,-1.21,13320,13450,13010,58684,773538700,151896255280,11603992,KSQ
078940,KR7078940004,퀀타피아,KOSDAQ,관리종목(소속부없음),2855,0,0,0.0,0,0,0,0,0,151584163690,53094278,KSQ
317870,KR7317870004,엔바이오니아,KOSDAQ,기술성장기업부,17780,2,-50,-0.28,17900,18200,17690,6410,114087480,151250015000,8506750,KSQ
078140,KR7078140001,대봉엘에스,KOSDAQ,우량기업부,13630,2,-90,-0.66,13750,13920,13510,461557,6318789190,151110071770,11086579,KSQ
092130,KR7092130004,이크레더블,KOSDAQ,중견기업부,12530,1,100,0.8,12380,12540,12380,6394,79767020,150906308000,12043600,KSQ
023600,KR7023600000,삼보판지,KOSDAQ,우량기업부,9330,2,-40,-0.43,9360,9400,9200,27649,257097980,150866100000,16170000,KSQ
382900,KR7382900009,범한퓨얼셀,KOSDAQ,벤처기업부,17170,2,-10,-0.06,17150,17220,16850,52575,895081380,150426370000,8761000,KSQ
006910,KR7006910004,보성파워텍,KOSDAQ,중견기업부,3060,2,-5,-0.16,3105,3110,3050,247319,758628795,150337261440,49129824,KSQ
251370,KR7251370003,와이엠티,KOSDAQ,벤처기업부,9210,2,-50,-0.54,9430,9560,9210,15484,143764450,150256213440,16314464,KSQ
215090,KR7215090002,휴센텍,KOSDAQ,관리종목(소속부없음),1505,0,0,0.0,0,0,0,0,0,149972154360,99649272,KSQ
086710,KR7086710001,선진뷰티사이언스,KOSDAQ,중견기업부,12230,1,390,3.29,12600,12640,12170,349282,4327172900,149246114400,12203280,KSQ
046210,KR7046210001,HLB파나진,KOSDAQ,벤처기업부,3555,1,95,2.75,3465,3590,3450,342109,1208215570,149209816545,41971819,KSQ
289220,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,6720,1,40,0.6,6750,6880,6600,23942,160313190,148658126400,22121745,KSQ
160980,KR7160980009,싸이맥스,KOSDAQ,우량기업부,13590,1,390,2.95,13690,13700,13340,96693,1307308220,148460462370,10924243,KSQ
049720,KR7049720006,고려신용정보,KOSDAQ,우량기업부,10370,1,10,0.1,10370,10500,10290,37295,385541540,148291000000,14300000,KSQ
125210,KR7125210005,아모그린텍,KOSDAQ,우량기업부,8980,1,410,4.78,9020,9520,8680,1315513,11933864120,148141174200,16496790,KSQ
068790,KR7068790005,DMS,KOSDAQ,우량기업부,6020,1,160,2.73,5910,6090,5860,103208,615460520,147929827220,24573061,KSQ
432470,KR7432470003,케이엔에스,KOSDAQ,벤처기업부,17040,2,-380,-2.18,17390,17630,16810,151808,2607976050,147814434240,8674556,KSQ
067990,KR7067990002,도이치모터스,KOSDAQ,우량기업부,4895,1,100,2.09,4840,4905,4800,143705,698359440,147738687250,30181550,KSQ
145170,KR7145170007,노브랜드,KOSDAQ,중견기업부,16230,1,90,0.56,16140,16620,16000,232667,3808894110,147365705820,9079834,KSQ
109740,KR7109740001,디에스케이,KOSDAQ,벤처기업부,5730,2,-130,-2.22,5860,5970,5690,41678,240036340,147320534700,25710390,KSQ
115180,KR7115180002,큐리언트,KOSDAQ,벤처기업부,4940,1,450,10.02,4480,4940,4395,428070,2019081510,147279129660,29813589,KSQ
147830,KR7147830004,제룡산업,KOSDAQ,벤처기업부,7360,1,80,1.1,7450,7550,7320,599983,4460873610,147200000000,20000000,KSQ
032860,KR7032860009,더라미,KOSDAQ,투자주의환기종목(소속부없음),3640,0,0,0.0,0,0,0,0,0,147040941320,40395863,KSQ
036560,KR7036560001,영풍정밀,KOSDAQ,우량기업부,9320,1,100,1.08,9230,9360,9230,34296,319097600,146790000000,15750000,KSQ
282720,KR7282720002,금양그린파워,KOSDAQ,중견기업부,12080,1,100,0.83,12020,12130,11850,75433,905702930,146403560000,12119500,KSQ
061250,KR7061250007,화일약품,KOSDAQ,중견기업부,1899,1,76,4.17,1826,1990,1823,8502549,16236572076,145990661148,76877652,KSQ
285490,KR7285490009,노바텍,KOSDAQ,우량기업부,13760,2,-130,-0.94,13900,14010,13270,26290,361199000,145523434560,10575831,KSQ
321820,KR7321820003,아티스트유나이티드,KOSDAQ,기술성장기업부,10860,1,150,1.4,10930,10990,10600,30706,330235210,145159755600,13366460,KSQ
080420,KR7080420003,모다이노칩,KOSDAQ,중견기업부,1819,1,31,1.73,1788,1856,1780,14119,25501750,145013630418,79721622,KSQ
065450,KR7065450009,빅텍,KOSDAQ,벤처기업부,5060,2,-230,-4.35,5110,5160,5020,1735165,8800467020,144983168000,28652800,KSQ
065660,KR7065660003,안트로젠,KOSDAQ,기술성장기업부,14810,1,240,1.65,14590,14850,14590,5755,84788810,144121634130,9731373,KSQ
012860,KR7012860003,모베이스전자,KOSDAQ,우량기업부,1965,1,66,3.48,2025,2200,1934,3328587,6695905861,143903743005,73233457,KSQ
042520,KR7042520007,한스바이오메드,KOSDAQ,벤처기업부,10620,2,-170,-1.58,10800,10940,10600,15124,161259760,143650017540,13526367,KSQ
274090,KR7274090000,켄코아에어로스페이스,KOSDAQ,기술성장기업부,11120,2,-130,-1.16,11260,11290,11000,70929,784383410,143595073120,12913226,KSQ
338840,KR7338840002,와이바이오로직스,KOSDAQ,기술성장기업부,9720,1,80,0.83,9800,10390,9700,332035,3339863640,143559695520,14769516,KSQ
445180,KR7445180003,퓨릿,KOSDAQ,중견기업부,8550,1,20,0.23,8730,8730,8500,37412,321205480,143376557400,16769188,KSQ
389470,KR7389470006,인벤티지랩,KOSDAQ,기술성장기업부,14790,2,-380,-2.5,15170,15360,14680,216260,3218997740,143027804250,9670575,KSQ
023900,KR7023900004,풍국주정,KOSDAQ,우량기업부,11350,1,60,0.53,11400,11400,11250,10166,114866580,143010000000,12600000,KSQ
310200,KR7310200001,애니플러스,KOSDAQ,우량기업부,3140,2,-25,-0.79,3250,3250,3115,1024527,3256817020,142935874060,45520979,KSQ
175140,KR7175140003,휴먼테크놀로지,KOSDAQ,투자주의환기종목(소속부없음),6630,1,80,1.22,6500,6710,6470,87256,574583610,142646385960,21515292,KSQ
037460,KR7037460003,삼지전자,KOSDAQ,우량기업부,8730,1,200,2.34,8650,8790,8530,58574,506024490,142460697060,16318522,KSQ
104460,KR7104460001,디와이피엔에프,KOSDAQ,중견기업부,13280,2,-50,-0.38,13330,13440,12980,39827,524989120,142276940000,10713625,KSQ
950220,KR8840140006,네오이뮨텍,KOSDAQ,외국기업(소속부없음),1436,1,2,0.14,1445,1472,1415,448985,643946925,141973679740,98867465,KSQ
246710,KR7246710008,티앤알바이오팹,KOSDAQ,기술성장기업부,6580,1,70,1.08,6510,6620,6430,28947,189224340,141778128240,21546828,KSQ
290670,KR7290670009,대보마그네틱,KOSDAQ,우량기업부,18000,2,-160,-0.88,18450,18560,17950,17534,317610090,141437880000,7857660,KSQ
220260,KR7220260004,켐트로스,KOSDAQ,우량기업부,5320,2,-130,-2.39,5540,5550,5320,157628,854523400,141290193240,26558307,KSQ
000440,KR7000440008,중앙에너비스,KOSDAQ,중견기업부,22650,2,-1450,-6.02,22800,23500,22450,63482,1443615300,141044494500,6227130,KSQ
206560,KR7206560005,덱스터,KOSDAQ,기술성장기업부,5550,1,40,0.73,5540,5570,5460,35501,196009920,141035134800,25411736,KSQ
418620,KR7418620001,이에이트,KOSDAQ,기술성장기업부,14560,1,470,3.34,14090,14650,13810,39575,559406000,140510945120,9650477,KSQ
272110,KR7272110008,케이엔제이,KOSDAQ,우량기업부,17540,1,580,3.42,17310,17900,17310,75107,1320763580,140414628300,8005395,KSQ
950190,KR8344390008,고스트스튜디오,KOSDAQ,외국기업(소속부없음),10330,3,0,0.0,10340,10410,10270,29760,307643320,140280284360,13579892,KSQ
228670,KR7228670006,레이,KOSDAQ,중견기업부,9040,2,-590,-6.13,9000,9410,8810,359567,3246416180,140077096160,15495254,KSQ
183490,KR7183490002,엔지켐생명과학,KOSDAQ,기술성장기업부,1644,1,24,1.48,1650,1650,1620,118189,193061182,139847783928,85065562,KSQ
295310,KR7295310007,에이치브이엠,KOSDAQ,기술성장기업부,11750,2,-930,-7.33,12640,12640,11750,580768,6967661200,139847689250,11901931,KSQ
294570,KR7294570007,쿠콘,KOSDAQ,벤처기업부,13630,3,0,0.0,13710,13710,13450,10546,142775300,139771356550,10254685,KSQ
038110,KR7038110003,에코플라스틱,KOSDAQ,우량기업부,3390,2,-40,-1.17,3475,3485,3375,216070,736435735,139564164300,41169370,KSQ
208370,KR7208370007,셀바스헬스케어,KOSDAQ,벤처기업부,5420,2,-80,-1.45,5510,5580,5340,894662,4859376330,139513856880,25740564,KSQ
149980,KR7149980005,하이로닉,KOSDAQ,벤처기업부,7500,2,-120,-1.57,7630,7720,7430,226625,1706409490,139435222500,18591363,KSQ
119830,KR7119830008,아이텍,KOSDAQ,중견기업부,6500,2,-100,-1.52,6650,6750,6480,103638,681327270,139322930500,21434297,KSQ
419050,KR7419050000,삼기이브이,KOSDAQ,중견기업부,2430,1,210,9.46,2265,2775,2160,22431802,57351181805,138986863200,57196240,KSQ
264450,KR7264450008,유비쿼스,KOSDAQ,우량기업부,13530,2,-540,-3.84,13910,13970,13280,48374,653706410,138624402180,10245706,KSQ
037070,KR7037070000,파세코,KOSDAQ,우량기업부,6920,2,-240,-3.35,7130,7220,6730,176885,1222408630,138400000000,20000000,KSQ
038390,KR7038390001,레드캡투어,KOSDAQ,우량기업부,16100,1,60,0.37,15950,16250,15950,3200,51360700,138290628000,8589480,KSQ
073490,KR7073490005,이노와이어리스,KOSDAQ,우량기업부,18160,2,-250,-1.36,18550,18550,17910,38843,706889700,138085843360,7603846,KSQ
041440,KR7041440009,현대에버다임,KOSDAQ,중견기업부,7700,2,-110,-1.41,7820,7860,7640,493698,3820854100,137952768800,17915944,KSQ
451250,KR7451250005,삐아,KOSDAQ,중견기업부,14230,1,730,5.41,14840,16260,14200,1167667,17651278670,137777521010,9682187,KSQ
418470,KR7418470001,밀리의서재,KOSDAQ,벤처기업부,16200,2,-310,-1.88,16750,16760,16170,58305,955700400,137688481800,8499289,KSQ
259630,KR7259630002,엠플러스,KOSDAQ,중견기업부,11180,2,-440,-3.79,11670,11740,11140,256212,2891075890,137317254360,12282402,KSQ
013990,KR7013990007,아가방컴퍼니,KOSDAQ,우량기업부,4165,1,55,1.34,4115,4220,4115,146265,609105535,136976587440,32887536,KSQ
203650,KR7203650007,드림시큐리티,KOSDAQ,우량기업부,2705,1,10,0.37,2705,2740,2670,109243,295274500,136888564570,50605754,KSQ
065650,KR7065650004,하이퍼코퍼레이션,KOSDAQ,중견기업부,1302,1,10,0.77,1292,1309,1278,221064,285647940,136816827798,105082049,KSQ
205100,KR7205100001,엑셈,KOSDAQ,우량기업부,1901,2,-6,-0.31,1925,1935,1893,300466,572819119,136802482331,71963431,KSQ
277880,KR7277880001,티에스아이,KOSDAQ,기술성장기업부,6770,2,-20,-0.29,6940,6940,6490,54786,371242190,136488832640,20160832,KSQ
072870,KR7072870009,메가스터디,KOSDAQ,우량기업부,11400,1,30,0.26,11350,11400,11290,20311,230266770,135898932600,11920959,KSQ
251120,KR7251120002,바이오에프디엔씨,KOSDAQ,기술성장기업부,15620,1,430,2.83,15450,15660,15210,17242,265922530,135826834000,8695700,KSQ
460470,KR7460470008,아이빔테크놀로지,KOSDAQ,기술성장기업부,9040,2,-670,-6.9,9860,9930,9010,1182239,11241327470,135289204800,14965620,KSQ
038540,KR7038540001,상상인,KOSDAQ,우량기업부,2440,1,10,0.41,2430,2460,2410,19146,46621940,135001083720,55328313,KSQ
307870,KR7307870006,비투엔,KOSDAQ,벤처기업부,2980,2,-235,-7.31,3300,3340,2850,1291555,3856808695,134987679420,45297879,KSQ
018000,KR7018000000,유니슨,KOSDAQ,중견기업부,800,2,-13,-1.6,813,813,793,539003,430056302,134713167200,168391459,KSQ
264660,KR7264660002,씨앤지하이테크,KOSDAQ,우량기업부,13950,1,420,3.1,13700,13950,13260,60925,836008300,134309149200,9627896,KSQ
043610,KR7043610005,지니뮤직,KOSDAQ,우량기업부,2310,1,20,0.87,2315,2350,2300,49842,115175130,134246661780,58115438,KSQ
142280,KR7142280007,녹십자엠에스,KOSDAQ,중견기업부,6350,1,1270,25.0,5400,6580,5370,15894182,98649266520,134214939850,21136211,KSQ
131400,KR7131400004,이브이첨단소재,KOSDAQ,벤처기업부,2250,1,85,3.93,2235,2280,2135,1723239,3825199445,134077234500,59589882,KSQ
067000,KR7067000000,조이시티,KOSDAQ,우량기업부,1917,2,-8,-0.42,1940,1960,1911,74722,144015303,134004905982,69903446,KSQ
164060,KR7164060006,이루다,KOSDAQ,벤처기업부,6320,1,70,1.12,6250,6340,6190,17897,112492600,133989902880,21200934,KSQ
049520,KR7049520000,유아이엘,KOSDAQ,중견기업부,6140,2,-160,-2.54,6480,6540,6080,250166,1577527580,133759507040,21784936,KSQ
090850,KR7090850009,현대이지웰,KOSDAQ,우량기업부,5630,1,200,3.68,5430,5640,5430,150043,833448060,133692012430,23746361,KSQ
040300,KR7040300006,YTN,KOSDAQ,우량기업부,3180,3,0,0.0,3190,3220,3120,67211,212943005,133560000000,42000000,KSQ
353810,KR7353810005,이지바이오,KOSDAQ,우량기업부,3890,2,-440,-10.16,4335,4340,3850,1059182,4215882565,133005790800,34191720,KSQ
033290,KR7033290008,코웰패션,KOSDAQ,우량기업부,2365,1,35,1.5,2360,2500,2360,216581,524474080,132809651865,56156301,KSQ
195990,KR7195990007,에이비프로바이오,KOSDAQ,중견기업부,466,2,-8,-1.69,470,481,461,735071,344721237,132665409986,284689721,KSQ
315640,KR7315640003,딥노이드,KOSDAQ,기술성장기업부,5910,1,380,6.87,5670,6100,5590,191888,1107081230,132509693880,22421268,KSQ
099440,KR7099440000,스맥,KOSDAQ,우량기업부,3290,1,105,3.3,3200,3310,3200,429694,1397808685,132400766260,40243394,KSQ
269620,KR7269620001,시스웍,KOSDAQ,관리종목(소속부없음),889,0,0,0.0,0,0,0,0,0,132090012299,148582691,KSQ
047820,KR7047820006,초록뱀미디어,KOSDAQ,관리종목(소속부없음),5400,0,0,0.0,0,0,0,0,0,132051222000,24453930,KSQ
107600,KR7107600009,새빗켐,KOSDAQ,벤처기업부,26700,2,-500,-1.84,27500,28000,26700,21411,581890300,131805751500,4936545,KSQ
053050,KR7053050001,지에스이,KOSDAQ,우량기업부,4395,2,-430,-8.91,4595,4610,4320,6005908,26695644095,131795488815,29987597,KSQ
054670,KR7054670005,대한뉴팜,KOSDAQ,우량기업부,9170,2,-20,-0.22,9300,9340,9110,103458,953576750,131634616400,14354920,KSQ
458870,KR7458870003,씨어스테크놀로지,KOSDAQ,기술성장기업부,10670,2,-80,-0.74,10610,11350,10410,121800,1298652920,131175699600,12293880,KSQ
060560,KR7060560000,홈센타홀딩스,KOSDAQ,우량기업부,1025,3,0,0.0,1029,1029,1017,110248,112783214,130861263125,127669525,KSQ
388870,KR7388870008,파로스아이바이오,KOSDAQ,기술성장기업부,10120,1,160,1.61,10110,10180,9950,50296,505081180,130739895440,12918962,KSQ
039560,KR7039560008,다산네트웍스,KOSDAQ,우량기업부,3300,1,10,0.3,3300,3350,3275,169640,558001270,130369737300,39505981,KSQ
261200,KR7261200000,덴티스,KOSDAQ,벤처기업부,8220,2,-30,-0.36,8300,8390,8140,17369,142545970,129955734000,15809700,KSQ
230240,KR7230240004,에치에프알,KOSDAQ,우량기업부,9620,2,-140,-1.43,9760,9870,9610,26086,252982470,129764430120,13489026,KSQ
357230,KR7357230002,에이치피오,KOSDAQ,중견기업부,3080,2,-50,-1.6,3180,3185,3080,47088,146724170,129635619960,42089487,KSQ
261780,KR7261780001,차백신연구소,KOSDAQ,기술성장기업부,4820,1,125,2.66,4760,5080,4650,1654421,8122819190,129295285360,26824748,KSQ
088390,KR7088390000,이녹스,KOSDAQ,우량기업부,13770,1,200,1.47,13750,14100,13630,23076,319424100,129243071880,9385844,KSQ
092460,KR7092460005,한라IMS,KOSDAQ,우량기업부,7550,1,270,3.71,7360,7760,7360,143775,1087356490,129178084000,17109680,KSQ
104480,KR7104480009,티케이케미칼,KOSDAQ,우량기업부,1418,1,1,0.07,1445,1445,1416,71576,102105094,128889725412,90895434,KSQ
108380,KR7108380007,대양전기공업,KOSDAQ,우량기업부,13460,1,50,0.37,13490,13800,13330,33094,446615210,128776302180,9567333,KSQ
049960,KR7049960008,쎌바이오텍,KOSDAQ,우량기업부,13670,1,120,0.89,13650,13700,13440,17339,234794890,128498000000,9400000,KSQ
007330,KR7007330004,푸른저축은행,KOSDAQ,우량기업부,8490,2,-10,-0.12,8500,8530,8370,14327,120740450,128052972000,15082800,KSQ
